row_id	category	final_variant_or_record	allocation_key	parent_child_roles_and_ordinals	scope_and_local_visibility	known_family_vs_generic_recovery	omitted_tail_missing_tail_missing_operand	clean_query	poisoned_query	stale_query	foreign_query	synthetic_query	rolled_back_query	limits_charged	exact_boundary_assertion	one_over_rollback_assertion	test_ids
E11	expression	ArrayRepeat	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RepeatValue; RepeatLength	inherit	typed ArrayRepeat poison	missing child => RecoveryOperand[0/1]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E11; T-Q-11; T-RB-11; array repeat
E12	expression	Call	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Callee/AssociatedReceiver/AssociatedSeparator/AssociatedMember; CallArgument[n,part]	inherit	typed Call poison; generic Error	missing callee/arg => RecoveryOperand	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	128 args; depth32; candidates2; results2	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E12; T-Q-12; T-RB-12; calls
E13	expression	Select	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Target; SelectedMember	inherit	typed Select poison	missing target/member => RecoveryOperand/name poison	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E13; T-Q-13; T-RB-13; select
E14	expression	Index	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Target; Index	inherit	typed Index poison	missing index => RecoveryOperand[1]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E14; T-Q-14; T-RB-14; index
E15	expression	Pipe	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	LeftOperand; RightOperand	inherit	typed Pipe poison	missing side => RecoveryOperand[0/1]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E15; T-Q-15; T-RB-15; pipe
E16	expression	Try	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operand; Operator	inherit	typed Try poison	missing operand => RecoveryOperand[0]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E16; T-Q-16; T-RB-16; try forms
E17	expression	Await	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operand; Operator	inherit	typed Await poison	missing operand => RecoveryOperand[0]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E17; T-Q-17; T-RB-17; await propagation
E18	expression	Thread	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	ThreadModifier; ThreadName; ThreadBody; ThreadFlowItem[n]	create Thread scope; body locals sequential	typed Thread poison	empty body => Unit; absent required body => MissingBody; malformed item => Error item; no tail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	65,536 flow items + HIR slots	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E18; T-Q-18; T-RB-18; thread
E19	expression	Range	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RangeStart; RangeEnd; RangeInclusiveMarker	inherit	typed Range poison	omitted endpoints are None; malformed required token poison	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + present children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E19; T-Q-19; T-RB-19; range
E20	expression	Record	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RecordPath; RecordField[n,part]	inherit	typed Record poison	missing field value => field poison/RecoveryOperand	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + fields/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E20; T-Q-20; T-RB-20; record
E21	expression	RecordLiteral	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RecordField[n,part]	inherit	typed RecordLiteral poison	missing field value => field poison/RecoveryOperand	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + fields/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E21; T-Q-21; T-RB-21; record literal
E22	expression	Binary	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	LeftOperand; Operator; RightOperand	inherit	typed Binary poison	missing side => RecoveryOperand[0/1]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E22; T-Q-22; T-RB-22; all binary ops
E23	expression	Borrow	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Borrow poison	missing operand => RecoveryOperand[0]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E23; T-Q-23; T-RB-23; borrow
E24	expression	Dereference	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Dereference poison	missing operand => RecoveryOperand[0]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E24; T-Q-24; T-RB-24; deref
E25	expression	Closure	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	ClosureParameter[n,part]; ReturnType; Body	create Closure scope; params visible body; captures explicit	typed Closure poison	missing body => MissingRequiredTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + scope/params/type/body/captures	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E25; T-Q-25; T-RB-25; closure
