name,kind,path,line,crate_count
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,841,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,1041,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,1147,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,576,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,644,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,746,2
LayerTree,type,crates/arcweft-adt/src/lib.rs,1060,2
LayerTree,struct,crates/arcweft-presentation/src/layer.rs,12,2
LayoutPoint,struct,crates/arcweft-layout/src/lib.rs,17,3
LayoutPoint,struct,crates/arcweft-text-layout/src/geometry.rs,7,3
LayoutPoint,struct,crates/arcweft-view/src/layout.rs,18,3
LayoutRect,struct,crates/arcweft-layout/src/lib.rs,24,2
LayoutRect,struct,crates/arcweft-text-layout/src/geometry.rs,39,2
LayoutSize,struct,crates/arcweft-layout/src/lib.rs,10,3
LayoutSize,struct,crates/arcweft-text-layout/src/geometry.rs,23,3
LayoutSize,struct,crates/arcweft-view/src/layout.rs,11,3
LineIndex,struct,crates/arcweft-lang-syntax/src/source.rs,40,2
LineIndex,struct,crates/arcweft-lsp/src/positions.rs,17,2
LinePlan,struct,crates/arcweft-dialogue/src/lib.rs,76,2
LinePlan,struct,crates/arcweft-lang-syntax/src/ast/line_plan.rs,10,2
MatmulShape,struct,crates/arcweft-browser-bench/src/model.rs,82,2
MatmulShape,struct,crates/arcweft-runtime-accelerator/src/math/wgpu_backend.rs,100,2
Milli,struct,crates/arcweft-render-text/src/rich_effects.rs,13,2
Milli,struct,crates/arcweft-view/src/style.rs,21,2
NativePlayerOptions,struct,crates/arcweft-cli/src/app/native_player.rs,8,2
NativePlayerOptions,struct,crates/arcweft-player-native/src/scene_windowed.rs,69,2
Payload,type,crates/arcweft-lang-sema/src/tests/declarations.rs,574,2
Payload,type,crates/arcweft-lsp/src/diagnostics.rs,540,2
PointerButton,enum,crates/arcweft-agent-protocol/src/protocol.rs,149,2
PointerButton,enum,crates/arcweft-interaction-model/src/input.rs,89,2
PointerPosition,struct,crates/arcweft-desktop-contract/src/pointer.rs,12,2
PointerPosition,struct,crates/arcweft-interaction-model/src/input.rs,100,2
PublicId,struct,crates/arcweft-agent-protocol/src/ids.rs,12,2
PublicId,struct,crates/arcweft-id/src/lib.rs,39,2
QuestHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,454,2
QuestHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,870,2
ReleaseTrustCase,enum,crates/arcweft-cli/tests/support/release_trust_fixture.rs,34,2
ReleaseTrustCase,enum,crates/arcweft-project-loader/tests/support/release_trust_fixture.rs,38,2
ResourceAccess,struct,crates/arcweft-core/src/effect.rs,288,2
ResourceAccess,struct,crates/arcweft-lang-sema/src/fact_layer.rs,33,2
SourceAnchor,struct,crates/arcweft-debug-model/src/chunk.rs,36,2
SourceAnchor,struct,crates/arcweft-source/src/lib.rs,32,2
SourceSpan,struct,crates/arcweft-source/src/lib.rs,52,2
SourceSpan,struct,crates/arcweft-verify/src/lib.rs,54,2
StableHash,struct,crates/arcweft-adt/src/lib.rs,633,2
StableHash,struct,crates/arcweft-agent-protocol/src/ids.rs,17,2
StyleAssignOp,enum,crates/arcweft-bundle/src/resource_codec/view/model.rs,830,2
StyleAssignOp,enum,crates/arcweft-view/src/style_authoring.rs,53,2
StyleFileMode,enum,crates/arcweft-lang-syntax/src/ast/style.rs,56,2
StyleFileMode,enum,crates/arcweft-view/src/style_authoring.rs,31,2
StyleSyntax,enum,crates/arcweft-bundle/src/resource_codec/view/model.rs,750,3
StyleSyntax,enum,crates/arcweft-lang-syntax/src/ast/style.rs,10,3
StyleSyntax,enum,crates/arcweft-view/src/style_authoring.rs,12,3
SystemColor,enum,crates/arcweft-bundle/src/resource_codec/view/model.rs,851,2
SystemColor,enum,crates/arcweft-presentation/src/appearance.rs,48,2
TextAssistPolicy,enum,crates/arcweft-bundle/src/resource_codec/view/model.rs,1088,2
TextAssistPolicy,enum,crates/arcweft-presentation/src/text_input.rs,292,2
TextCharacterBounds,struct,crates/arcweft-glyphon/src/prepared_text.rs,94,2
TextCharacterBounds,struct,crates/arcweft-presentation/src/text_input.rs,205,2
TextRange,struct,crates/arcweft-content-policy/src/types.rs,207,3
TextRange,struct,crates/arcweft-lang-syntax/src/ast/common.rs,7,3
TextRange,struct,crates/arcweft-presentation/src/text_input.rs,23,3
TextRange,struct,docs/implementation/vertical-longterm-design-20260612/crates/glyphon-layout-ext-api/src/glyph.rs,27,3
TraitMethodCallOutcome,struct,crates/arcweft-core/src/engine/eval/calls.rs,17,2
TraitMethodCallOutcome,enum,crates/arcweft-lang-sema/src/checker/expr/support.rs,66,2
ViewCall,struct,crates/arcweft-lang-syntax/src/ast/view.rs,61,2
ViewCall,struct,crates/arcweft-view/src/program.rs,243,2
ViewStyleRule,struct,crates/arcweft-bundle/src/resource_codec/view/model.rs,772,2
ViewStyleRule,struct,crates/arcweft-view/src/style.rs,119,2
Visibility,enum,crates/arcweft-lang-sema/src/effect_model.rs,31,2
Visibility,enum,crates/arcweft-lang-syntax/src/ast/common.rs,84,2
_compatibility_checks,type,crates/arcweft-cli/src/output.rs,472,2
_compatibility_checks,type,crates/arcweft-lang-sema/src/checker.rs,116,2
_id,trait,crates/arcweft-core/src/plan.rs,268,2
_id,trait,crates/arcweft-lang-sema/src/traits.rs,219,2
_json,type,crates/arcweft-debug-model/src/graph.rs,13,2
_json,type,crates/arcweft-debug-sqlite/src/store/raw.rs,66,2
_methods,trait,crates/arcweft-core/src/awbc/codec.rs,45,2
_methods,trait,crates/arcweft-core/src/awbc/schema.rs,141,2
_methods,trait,crates/arcweft-core/src/plan.rs,21,2
_methods,trait,crates/arcweft-runtime-plan/src/awbc_lower/inventory.rs,89,2
_name,type,crates/arcweft-agent-protocol/src/proxy.rs,27,7
_name,type,crates/arcweft-bundle/src/lib.rs,254,7
_name,trait,crates/arcweft-core/src/plan.rs,270,7
_name,trait,crates/arcweft-lang-sema/src/traits.rs,220,7
_name,trait,crates/arcweft-lang-syntax/src/ast/items.rs,892,7
_name,type,crates/arcweft-render-text/src/rich_effects.rs,306,7
_name,struct,crates/arcweft-render-text/src/rich_effects.rs,322,7
_name,type,crates/arcweft-runtime-plan/src/render_text/defaults.rs,49,7
check_report,type,crates/arcweft-cli/src/app/project.rs,619,2
check_report,type,crates/arcweft-cli/src/app/runtime/profile.rs,36,2
check_report,type,crates/arcweft-compiler/src/types.rs,13,2
check_report,type,crates/arcweft-compiler/src/types.rs,27,2
check_report,type,crates/arcweft-compiler/src/types.rs,36,2
s,enum,crates/arcweft-bundle/src/resource_codec/wire.rs,26,3
s,type,crates/arcweft-lang-sema/src/env.rs,79,3
s,type,crates/arcweft-rust-abi/src/lib.rs,20,3
