name,kind,path,line,crate_count
IdentifierError,struct,crates/arcweft-manifest-model/src/identity.rs,9,3
InputEpoch,struct,crates/arcweft-interaction-model/src/input.rs,12,2
InputEpoch,struct,crates/arcweft-presentation/src/input.rs,15,2
InputEventKind,enum,crates/arcweft-dialogue/src/lib.rs,92,3
InputEventKind,enum,crates/arcweft-interaction-model/src/input.rs,108,3
InputEventKind,enum,crates/arcweft-presentation/src/input.rs,88,3
InteractionTarget,struct,crates/arcweft-interaction-model/src/input.rs,48,2
InteractionTarget,struct,crates/arcweft-presentation/src/input.rs,9,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,262,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,850,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,1141,2
KeywordHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,1172,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,571,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,639,2
KeywordHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,741,2
LayerTree,type,crates/arcweft-adt/src/lib.rs,1060,2
LayerTree,struct,crates/arcweft-presentation/src/layer.rs,12,2
LayoutPoint,struct,crates/arcweft-layout/src/lib.rs,17,3
LayoutPoint,struct,crates/arcweft-text-layout/src/geometry.rs,7,3
LayoutPoint,struct,crates/arcweft-view/src/layout.rs,18,3
LayoutRect,struct,crates/arcweft-layout/src/lib.rs,24,2
LayoutRect,struct,crates/arcweft-text-layout/src/geometry.rs,39,2
LayoutSize,struct,crates/arcweft-layout/src/lib.rs,10,3
LayoutSize,struct,crates/arcweft-text-layout/src/geometry.rs,23,3
LayoutSize,struct,crates/arcweft-view/src/layout.rs,11,3
LineIndex,struct,crates/arcweft-lang-syntax/src/source.rs,44,2
LineIndex,struct,crates/arcweft-lsp/src/positions.rs,20,2
LinePlan,struct,crates/arcweft-dialogue/src/lib.rs,52,2
LinePlan,struct,crates/arcweft-lang-syntax/src/ast/line_plan.rs,10,2
MatmulShape,struct,crates/arcweft-browser-bench/src/model.rs,82,2
MatmulShape,struct,crates/arcweft-runtime-accelerator/src/math/wgpu_backend.rs,100,2
NativePlayerOptions,struct,crates/arcweft-cli/src/app/native_player.rs,8,2
NativePlayerOptions,struct,crates/arcweft-player-native/src/scene_windowed.rs,85,2
Payload,type,crates/arcweft-lang-sema/src/tests/declarations.rs,544,2
Payload,type,crates/arcweft-lsp/src/diagnostics.rs,990,2
PlayerName,type,crates/arcweft-lang-sema/src/tests/declarations.rs,176,2
PlayerName,type,crates/arcweft-lang-syntax/src/parser/type_declaration_grammar_tests.rs,37,2
PointerButton,enum,crates/arcweft-agent-protocol/src/protocol.rs,149,2
PointerButton,enum,crates/arcweft-interaction-model/src/input.rs,89,2
PointerPosition,struct,crates/arcweft-desktop-contract/src/pointer.rs,12,2
PointerPosition,struct,crates/arcweft-interaction-model/src/input.rs,100,2
PublicId,struct,crates/arcweft-agent-protocol/src/ids.rs,22,2
PublicId,struct,crates/arcweft-id/src/lib.rs,39,2
QuestHit,struct,crates/arcweft-cli/tests/check/agent_observe_native/core.rs,460,2
QuestHit,struct,crates/arcweft-runtime-plan/src/render_text/tests.rs,865,2
Rank,type,crates/arcweft-cli/tests/check/cli_runtime_bench.rs,7440,2
Rank,type,crates/arcweft-cli/tests/check/cli_runtime_bench.rs,7632,2
Rank,type,crates/arcweft-cli/tests/check/cli_runtime_bench.rs,7826,2
Rank,type,crates/arcweft-lang-sema/src/callable/resolver_tests.rs,300,2
ReleaseTrustCase,enum,crates/arcweft-cli/tests/support/release_trust_fixture.rs,34,2
ReleaseTrustCase,enum,crates/arcweft-project-loader/tests/support/release_trust_fixture.rs,41,2
ResourceAccess,struct,crates/arcweft-core/src/effect.rs,288,2
ResourceAccess,struct,crates/arcweft-lang-sema/src/fact_layer.rs,33,2
SettingsInput,struct,crates/arcweft-lang-sema/src/tests/declarations.rs,171,2
SettingsInput,struct,crates/arcweft-lang-syntax/src/parser/type_declaration_grammar_tests.rs,32,2
SourceAnchor,struct,crates/arcweft-debug-model/src/chunk.rs,36,2
SourceAnchor,struct,crates/arcweft-source/src/lib.rs,46,2
SourceSpan,struct,crates/arcweft-source/src/document.rs,208,2
SourceSpan,struct,crates/arcweft-verify/src/lib.rs,54,2
StableHash,struct,crates/arcweft-adt/src/lib.rs,633,2
StableHash,struct,crates/arcweft-agent-protocol/src/ids.rs,32,2
StoryDialogue,struct,crates/arcweft-cli/src/app/bundle/tests.rs,1442,2
StoryDialogue,struct,crates/arcweft-lsp/src/session/tests.rs,1362,2
TextAssistPolicy,enum,crates/arcweft-bundle/src/resource_codec/view/model/input.rs,73,2
TextAssistPolicy,enum,crates/arcweft-presentation/src/text_input.rs,292,2
TextCharacterBounds,struct,crates/arcweft-glyphon/src/prepared_text.rs,98,2
TextCharacterBounds,struct,crates/arcweft-presentation/src/text_input.rs,205,2
TextRange,struct,crates/arcweft-content-policy/src/types.rs,207,3
TextRange,struct,crates/arcweft-lang-syntax/src/ast/common.rs,12,3
TextRange,struct,crates/arcweft-presentation/src/text_input.rs,23,3
TextRange,struct,docs/implementation/vertical-longterm-design-20260612/crates/glyphon-layout-ext-api/src/glyph.rs,27,3
TraitMethodCallOutcome,struct,crates/arcweft-core/src/engine/eval/calls.rs,17,2
TraitMethodCallOutcome,enum,crates/arcweft-lang-sema/src/checker/expr/support.rs,66,2
ViewAwait,struct,crates/arcweft-lang-syntax/src/ast/view.rs,195,2
ViewAwait,struct,crates/arcweft-view/src/program.rs,295,2
ViewAwaitBranch,struct,crates/arcweft-lang-syntax/src/ast/view.rs,202,2
ViewAwaitBranch,struct,crates/arcweft-view/src/program.rs,289,2
ViewBlendMode,enum,crates/arcweft-render-wgpu/src/view_scene/compositing.rs,264,2
ViewBlendMode,enum,crates/arcweft-view/src/style/value.rs,613,2
ViewCall,struct,crates/arcweft-lang-syntax/src/ast/view.rs,65,2
ViewCall,struct,crates/arcweft-view/src/program.rs,258,2
ViewClip,enum,crates/arcweft-render-wgpu/src/view_scene/core.rs,49,2
ViewClip,enum,crates/arcweft-view/src/style/value.rs,587,2
ViewFilter,enum,crates/arcweft-render-wgpu/src/view_scene/compositing.rs,105,2
ViewFilter,enum,crates/arcweft-view/src/style/value.rs,578,2
ViewMask,struct,crates/arcweft-render-wgpu/src/view_scene/compositing.rs,130,2
ViewMask,enum,crates/arcweft-view/src/style/value.rs,600,2
Visibility,enum,crates/arcweft-lang-sema/src/effect_model.rs,32,2
Visibility,enum,crates/arcweft-lang-syntax/src/ast/common.rs,90,2
_compatibility_checks,type,crates/arcweft-cli/src/output.rs,473,2
_compatibility_checks,type,crates/arcweft-lang-sema/src/checker.rs,140,2
_id,trait,crates/arcweft-core/src/plan.rs,197,2
_id,trait,crates/arcweft-lang-sema/src/traits.rs,219,2
_json,type,crates/arcweft-debug-model/src/graph.rs,13,2
_json,type,crates/arcweft-debug-sqlite/src/store/raw.rs,66,2
_methods,trait,crates/arcweft-core/src/awbc/codec.rs,45,2
_methods,trait,crates/arcweft-core/src/awbc/schema.rs,144,2
_methods,trait,crates/arcweft-core/src/plan.rs,36,2
_methods,trait,crates/arcweft-runtime-plan/src/awbc_lower/inventory.rs,92,2
_name,type,crates/arcweft-agent-protocol/src/proxy.rs,18,7
_name,type,crates/arcweft-bundle/src/lib.rs,256,7
_name,trait,crates/arcweft-core/src/plan.rs,199,7
_name,trait,crates/arcweft-lang-sema/src/traits.rs,220,7
_name,trait,crates/arcweft-lang-syntax/src/ast/items.rs,680,7
_name,type,crates/arcweft-render-text/src/rich_effects.rs,234,7
_name,struct,crates/arcweft-render-text/src/rich_effects.rs,250,7
_name,type,crates/arcweft-runtime-plan/src/render_text/defaults.rs,48,7
check_report,type,crates/arcweft-cli/src/app/project.rs,1042,2
check_report,type,crates/arcweft-cli/src/app/runtime/profile.rs,40,2
check_report,type,crates/arcweft-compiler/src/types.rs,13,2
check_report,type,crates/arcweft-compiler/src/types.rs,24,2
s,type,crates/arcweft-adapter-metadata/src/model.rs,203,4
s,enum,crates/arcweft-bundle/src/resource_codec/wire.rs,26,4
s,type,crates/arcweft-lang-sema/src/env/base.rs,80,4
s,type,crates/arcweft-rust-abi/src/lib.rs,20,4
