package	member	bytes	sha256	archive_sha256	archive_bytes	authority_status	audit_result
source_owner	LITERAL_NUMERIC_CONTRACT.md	5322	0453a3226aad40f47e05afe67537e847cf5aefb04e250457b13c3c5646ec5047	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	LOWERING_MATRIX.tsv	111239	33dee2ee71e7cebe78f868fee9d1babdcd867ae9a44481218eccf861d113cedb	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	MANIFEST.txt	2282	eaa1aff6271de3f647753ba3960f346c61eebe86b3053a8419b96a53dfc00069	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MANIFEST_MEMBER_BYTES; SELF_ROW_INTENTIONALLY_OMITTED
source_owner	OPEN_QUESTIONS.md	4	140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	PARENT_CORRECTION_REQUEST_COPY.md	14291	9d1bba7e222cc50dae6717da882a320af0a3ef67e288ff4c150986ed5173b4a3	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	PARENT_SUPERSEDED_SCHEMA_AND_ROWS.md	78709	f901f42f03ffa2702340d7a5257b96bb226bedd4f695baac117044196a4d7ab3	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	PATH_LIFETIME_CALL_THREAD_CONTRACT.md	4167	332232c6ba1862d445ad599ad8ef16069d087d35a626aae50556e1b838385e00	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	PREDECESSOR_PRECEDENCE.md	1483	57fd20c73a42a4c5b58aa02300f9c0d648177e7ae09108802d40773f2b72e327	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	PRIMARY_REQUEST_COPY.md	22460	59b5e893512a6af619d44cb2e99fc80a42e2495209d3e197d9201f3aeaf59bc3	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	README.md	2468	a5aa25eff78d0dabfa95bd1cf2e41f7759a6937dd3c76e521cd61e529b7b0210	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	REPOSITORY_EVIDENCE.md	2685	8195979939e881b8694c6e67972286d696e7e2870d9a0858528a5f9b15e132b0	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	REQUEST_COPY.md	6913	92e3affbc213e0a755685d6900e20d809611ca2bc07f83c82bbc484fef39db53	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	REQUIREMENTS_TRACEABILITY.tsv	1853	fa654baad528dbfb05634f40e4f69790327e32b6554bdaea98f1344aa936fa4d	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	RUST_SCHEMAS.md	33804	c6036d29135c19deda315cb243f4e7416ee0a3c356cc69274d94fae5f5743d4f	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	SOURCE_ROLE_AND_QUERY_CONTRACT.md	11470	a5a418578e3dbc39ba9c5921d766378bdc075d3aa9617948239674d868c9ffbe	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	SUBTEST_REGISTRY.tsv	50773	b93d90b15183bf791546502a92d36c93d84447fc50ebfb630bc7f6ba08465e24	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	TEST_MATRIX.tsv	122130	e97ccfa2d5fbd98d115e8343b1879e9d08ceadd5c08d09d24ee842e1e0cd1889	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
source_owner	VALIDATION_REPORT.md	1802	fb32811f513521376b474c44718f320d5c1557a83eb711be83522eb9ab680973	2bcd3f78efb76442c2698a24251c4d874f7a941c5a8985649ea157100908a72e	91023	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	AFFECTED_LOWERING_ROWS.tsv	5102	2224472d4773ecb015cadbe6b82ee9c7173334ee1b12b07c56120cdf6bae6e20	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	API_SURFACE.tsv	1912	9fbf8068e4ba58a610908d578a06505c7ea6aeb697b98033d7d6168e7f54d444	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	CONSTRUCTOR_AND_TRANSACTION_CONTRACT.md	5317	0def22955a53fa701a0e59f5711fa8c9e90ab0a1bf591ef373a1011eda94bb06	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	FINAL_CORRECTION.md	4760	9d88b60cdc6e927b191e5e3f39d790239c49badbc711c24ae03aa3a0668d3e7f	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	FINAL_STATUS.md	25	9cfe844241b3057b5b9744ad7fd94d42b90b31f9c96c35dad40a7afb94ed395c	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	FINGERPRINT_TRANSCRIPT.md	4463	8b8598bf26b938526092c38460c523c10fbb50d8daa75ad006f8e6e3006edb8e	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	GENERATOR_EVIDENCE_CONTRACT.md	6536	c817b4382b54b6f04b1d8aa7f2f11f6e82860fa0cecc71ce61bb77a7e94f8b86	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	GENERATOR_FIXTURE_MATRIX.tsv	2348	5d0981a30eecc3d0822f16e8f61a3b3751fb686fc5e553925a890bed6974eeb0	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	IMPLEMENTATION_AND_DELETION_ORDER.md	2878	f6269090ef0c5e61ac193cd334468e93aa1e6551c30c7ace007cbddb3c80e303	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	MANIFEST.txt	2221	bce9325c4db08a4ccbb844523dbbc0a87f6e40ea0d1fb4b1100552970e58d2dc	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MANIFEST_MEMBER_BYTES; SELF_ROW_INTENTIONALLY_OMITTED
tail	OPEN_QUESTIONS.md	4	140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	PREDECESSOR_PRECEDENCE.md	2748	8dd78b4434cd2d997a4f3b62907db93797314e4bb1a9d0f6881963b9484d034a	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	README.md	3519	9cab49726bab8944035736825bb70421ae7c5babceaed3f1f68195772933fccc	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	REJECTED_RETURN_INTAKE_COPY.md	6986	3a67412b796c3efa0c37af6c95167cbc57bb566b35c5eda97536821243ec388f	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	REPOSITORY_EVIDENCE.md	3149	daba6d6942b8b353b72eb3ee8125126a6d064ac4e041c57ed28987a6169f8245	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	REQUEST_COPY.md	8339	32d566f02c3eaa208edaa92337d1f3b423123821ee437f93806706ed445fb9bd	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	REQUIREMENTS_TRACEABILITY.tsv	4494	3426d36f88acd9428387e92e10f22bf3202c37edc4ceed77e6e52e9033b8045a	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	ROLE_OWNER_ORDINAL_MATRIX.tsv	9922	ed8b2e3db3bc15edad6d2f6338ca11519d66ff723a4219f01f05279ba2a107ef	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	RUST_SCHEMAS.md	10709	21166fe7b142641e87fc106db71c0e05dc66c7f29b3ce9de3cccfdc3f6378ef6	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	SUPERSEDED_REJECTED_ROWS.md	1345	a56b7b359dba5266150be90dc42736fe43dd508047b0afe76a805743ff2953a5	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	TAIL_PRODUCER_OWNER_MATRIX.tsv	6221	3967e6b3c6f4f29cb0f42eec9e8e4e51730c36758994d303144d597acdfe3913	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	TEST_MATRIX.tsv	35017	5827692925dbc908912adb624e53df73ee6cc19a39e0c6bb7c56603aee322b8e	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
tail	VALIDATION_REPORT.md	2666	8c3eb4401f0665b74062a60c93df4b73e4bc816b70171656037c96aa801074c5	69dc42fc7c985fed638d08d694ed301291a50af3cefa7117321d4219be7e6471	50036	ACCEPTED_READY_FOR_IMPLEMENTATION	DIRECT_MEMBER_INVENTORY_AND_HASH_REUSED_FROM_PREVIOUS_E13_AUDIT
synthetic_parent	API_SURFACE.tsv	1772	3ee3a64d13d13f3072465860d7d8fa6b32ef8caf30d2d80c7e55021d01590adc	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	CONSTRUCTOR_AND_TRANSACTION_CONTRACT.md	4733	9a353637eec263c7caa3b3d9539a41775ef663c4645f74adf1df64b322b31faa	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	FINAL_CORRECTION.md	5354	b166ed13b735c4bb97b743e8713746560831a786eba6d203f289fc15d62b69a3	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
