row_id	category	final_variant_or_record	allocation_key	parent_child_roles_and_ordinals	scope_and_local_visibility	known_family_vs_generic_recovery	omitted_tail_missing_tail_missing_operand	clean_query	poisoned_query	stale_query	foreign_query	synthetic_query	rolled_back_query	limits_charged	exact_boundary_assertion	one_over_rollback_assertion	test_ids
E11	expression	ArrayRepeat	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RepeatValue; RepeatLength	inherit	typed ArrayRepeat poison	missing child => RecoveryOperand[0/1]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E11; T-Q-11; T-RB-11; array repeat
E12	expression	Call	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Callee/AssociatedReceiver/AssociatedSeparator/AssociatedMember; CallArgument[n,part]	inherit	typed Call poison; generic Error	missing callee/arg => RecoveryOperand	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	128 args; depth32; candidates2; results2	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E12; T-Q-12; T-RB-12; calls
E13	expression	Select	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Target; SelectedMember	inherit	typed Select poison	missing target/member => RecoveryOperand/name poison	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E13; T-Q-13; T-RB-13; select
E14	expression	Index	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Target; Index	inherit	typed Index poison	missing index => RecoveryOperand[1]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E14; T-Q-14; T-RB-14; index
E15	expression	Pipe	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	LeftOperand; RightOperand	inherit	typed Pipe poison	missing side => RecoveryOperand[0/1]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E15; T-Q-15; T-RB-15; pipe
E16	expression	Try	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operand; Operator	inherit	typed Try poison	missing operand => RecoveryOperand[0]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E16; T-Q-16; T-RB-16; try forms
E17	expression	Await	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operand; Operator	inherit	typed Await poison	missing operand => RecoveryOperand[0]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E17; T-Q-17; T-RB-17; await propagation
E18	expression	Thread	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	ThreadModifier; ThreadName; ThreadBody; ThreadFlowItem[n]	create Thread scope; body locals sequential	typed Thread poison	empty body => Unit; absent required body => MissingBody; malformed item => Error item; no tail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	65,536 flow items + HIR slots	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E18; T-Q-18; T-RB-18; thread
E19	expression	Range	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RangeStart; RangeEnd; RangeInclusiveMarker	inherit	typed Range poison	omitted endpoints are None; malformed required token poison	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + present children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E19; T-Q-19; T-RB-19; range
E20	expression	Record	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RecordPath; RecordField[n,part]	inherit	typed Record poison	missing field value => field poison/RecoveryOperand	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + fields/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E20; T-Q-20; T-RB-20; record
E21	expression	RecordLiteral	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	RecordField[n,part]	inherit	typed RecordLiteral poison	missing field value => field poison/RecoveryOperand	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + fields/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E21; T-Q-21; T-RB-21; record literal
E22	expression	Binary	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	LeftOperand; Operator; RightOperand	inherit	typed Binary poison	missing side => RecoveryOperand[0/1]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + 2 children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E22; T-Q-22; T-RB-22; all binary ops
E23	expression	Borrow	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Borrow poison	missing operand => RecoveryOperand[0]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E23; T-Q-23; T-RB-23; borrow
E24	expression	Dereference	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Dereference poison	missing operand => RecoveryOperand[0]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E24; T-Q-24; T-RB-24; deref
E25	expression	Closure	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	ClosureParameter[n,part]; ReturnType; Body	create Closure scope; params visible body; captures explicit	typed Closure poison	missing body => MissingRequiredTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + scope/params/type/body/captures	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E25; T-Q-25; T-RB-25; closure
E26	expression	Unary	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Unary poison	missing operand => RecoveryOperand[0]	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E26; T-Q-26; T-RB-26; unary
E27	expression	Block	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Statement[n]; Tail	create Block scope; statements sequential	typed Block poison	omitted tail => ImplicitUnitTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E27; T-Q-27; T-RB-27; block
E28	expression	ComputationBlock	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Statement[n]; Tail	create Block scope	typed ComputationBlock poison	omitted allowed tail => ImplicitUnitTail; required missing => MissingRequiredTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E28; T-Q-28; T-RB-28; computation block
E29	expression	NamedBlock	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Name; Statement[n]; Tail	create named Block scope	typed NamedBlock poison	omitted tail => ImplicitUnitTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E29; T-Q-29; T-RB-29; named block
E30	expression	If	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Condition; ThenBranch; ElseBranch	branches create/inherit their block scopes	typed If poison	omitted else => ImplicitUnitTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + children/scopes	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E30; T-Q-30; T-RB-30; if
E31	expression	IfLet	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Pattern; Scrutinee; Guard; ThenBranch; ElseBranch	create binding scope; bindings guard/then only	typed IfLet poison	missing required child => RecoveryOperand/MissingRequiredTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr/pattern/scope/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E31; T-Q-31; T-RB-31; if let expression
E32	expression	Match	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Scrutinee; MatchArm[n,part]	each arm creates scope; pattern locals guard/value only	typed Match poison	missing arm value => MissingRequiredTail	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + arms/scopes/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E32; T-Q-32; T-RB-32; match
E33	expression	DialogueContentApplication	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	accepted roles + DialogueNode/Tag/Argument roles	inherit target; plan owns accepted root scope	typed Dialogue poison	missing content required => poison; plan optional	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	RichText limits + HIR expr	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E33; T-Q-33; T-RB-33; dialogue application
E34	expression	PostfixBracket	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	accepted Target/Open/Close/Colon/Content roles	inherit; candidate children candidate-only	typed bounded candidates poison	missing candidate operand => accepted failure kind	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	2 candidates/results; HIR expr	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E34; T-Q-34; T-RB-34; postfix candidates
E35	expression	Error	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Whole; Recovery	inherit	generic Error only	not applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR expr + diagnostic	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E35; T-Q-35; T-RB-35; generic error
P01	pattern	Binding	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Name	inherit; introduces local after pattern acceptance	typed binding poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	accepted expr_source_site => Ok(Some(Span|Insertion)); clean slot state where applicable	accepted expr_source_site => Ok(Some(Span|Insertion)); slot poison retains typed issue	project/source lookup rejects stale generation or revision before module query; no range	expr_source_site => Err(IdResolveError::WrongModule); no range	expr_source_site => Ok(Some(Insertion)); typed SyntheticKey role/ordinal retained	transaction publishes no public ID; committed module has no slot/component/diagnostic/candidate/result	HIR pattern/local	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P01; T-PQ-01; T-PRB-01; binding
