path,owner,bytes,physical_lines,code_lines,classification,is_rust,embedded_test_lines
crates/arcweft-agent-policy/src/tests.rs,arcweft-agent-policy,14589,406,364,test,true,0
crates/arcweft-agent-protocol/Cargo.toml,arcweft-agent-protocol,712,27,24,text,false,0
crates/arcweft-agent-protocol/src/action.rs,arcweft-agent-protocol,823,30,24,production,true,0
crates/arcweft-agent-protocol/src/artifact.rs,arcweft-agent-protocol,7245,209,166,production,true,89
crates/arcweft-agent-protocol/src/diagnostic.rs,arcweft-agent-protocol,758,24,20,production,true,0
crates/arcweft-agent-protocol/src/geometry.rs,arcweft-agent-protocol,1687,68,56,production,true,0
crates/arcweft-agent-protocol/src/hit_test.rs,arcweft-agent-protocol,1435,39,35,test,true,0
crates/arcweft-agent-protocol/src/ids.rs,arcweft-agent-protocol,10411,383,314,production,true,63
crates/arcweft-agent-protocol/src/image.rs,arcweft-agent-protocol,33116,934,831,production,true,0
crates/arcweft-agent-protocol/src/lib.rs,arcweft-agent-protocol,636,31,23,facade,true,0
crates/arcweft-agent-protocol/src/object.rs,arcweft-agent-protocol,6513,169,151,production,true,0
crates/arcweft-agent-protocol/src/observation.rs,arcweft-agent-protocol,8482,218,192,production,true,0
crates/arcweft-agent-protocol/src/predicate.rs,arcweft-agent-protocol,4800,176,154,production,true,84
crates/arcweft-agent-protocol/src/presentation.rs,arcweft-agent-protocol,23377,654,605,production,true,229
crates/arcweft-agent-protocol/src/protocol.rs,arcweft-agent-protocol,10993,353,294,production,true,59
crates/arcweft-agent-protocol/src/proxy.rs,arcweft-agent-protocol,5580,131,120,production,true,0
crates/arcweft-agent-protocol/src/resource.rs,arcweft-agent-protocol,7743,246,211,production,true,0
crates/arcweft-agent-protocol/src/rich_text.rs,arcweft-agent-protocol,4284,116,103,production,true,0
crates/arcweft-agent-protocol/src/serde_helpers.rs,arcweft-agent-protocol,387,18,15,production,true,0
crates/arcweft-agent-protocol/src/session.rs,arcweft-agent-protocol,411,15,11,production,true,0
crates/arcweft-agent-protocol/src/tests.rs,arcweft-agent-protocol,46854,1315,1266,test,true,0
crates/arcweft-agent-protocol/src/trace.rs,arcweft-agent-protocol,920,33,29,production,true,0
crates/arcweft-agent-protocol/src/value.rs,arcweft-agent-protocol,488,18,16,production,true,0
crates/arcweft-agent-protocol/src/verified_effects.rs,arcweft-agent-protocol,1325,39,28,production,true,0
crates/arcweft-agent-protocol/src/view.rs,arcweft-agent-protocol,4117,131,95,production,true,0
crates/arcweft-agent-repl/Cargo.toml,arcweft-agent-repl,1129,41,35,text,false,0
crates/arcweft-agent-repl/src/binding.rs,arcweft-agent-repl,9893,304,284,production,true,0
crates/arcweft-agent-repl/src/cell.rs,arcweft-agent-repl,6307,240,198,production,true,0
crates/arcweft-agent-repl/src/command/dispatch.rs,arcweft-agent-repl,16762,482,439,production,true,0
crates/arcweft-agent-repl/src/command/endpoint.rs,arcweft-agent-repl,7687,204,161,production,true,0
crates/arcweft-agent-repl/src/command/host.rs,arcweft-agent-repl,3645,116,90,production,true,0
crates/arcweft-agent-repl/src/command/json.rs,arcweft-agent-repl,26773,709,639,production,true,56
crates/arcweft-agent-repl/src/command/parse.rs,arcweft-agent-repl,11444,329,301,production,true,0
crates/arcweft-agent-repl/src/command/runtime_task.rs,arcweft-agent-repl,3847,123,109,production,true,0
crates/arcweft-agent-repl/src/command/types.rs,arcweft-agent-repl,17731,636,519,production,true,0
crates/arcweft-agent-repl/src/command.rs,arcweft-agent-repl,2045,45,37,production,true,0
crates/arcweft-agent-repl/src/compile.rs,arcweft-agent-repl,9847,276,264,production,true,40
crates/arcweft-agent-repl/src/diagnostics.rs,arcweft-agent-repl,32592,855,774,production,true,408
crates/arcweft-agent-repl/src/error.rs,arcweft-agent-repl,3435,96,81,production,true,0
crates/arcweft-agent-repl/src/evidence.rs,arcweft-agent-repl,3661,130,109,production,true,0
crates/arcweft-agent-repl/src/hash.rs,arcweft-agent-repl,632,17,16,production,true,0
crates/arcweft-agent-repl/src/lib.rs,arcweft-agent-repl,2150,52,43,facade,true,0
crates/arcweft-agent-repl/src/runtime.rs,arcweft-agent-repl,7383,267,231,production,true,0
crates/arcweft-agent-repl/src/session.rs,arcweft-agent-repl,19661,575,536,production,true,0
crates/arcweft-agent-repl/src/source.rs,arcweft-agent-repl,11908,370,349,production,true,66
crates/arcweft-agent-repl/src/tier.rs,arcweft-agent-repl,2268,83,66,production,true,0
crates/arcweft-agent-repl/src/tiering.rs,arcweft-agent-repl,26210,779,711,production,true,0
crates/arcweft-agent-repl/tests/api_compile.rs,arcweft-agent-repl,165,5,5,test,true,0
crates/arcweft-agent-repl/tests/repl_cell.rs,arcweft-agent-repl,5296,155,140,test,true,0
crates/arcweft-agent-repl/tests/repl_command.rs,arcweft-agent-repl,8611,246,214,test,true,0
crates/arcweft-agent-repl/tests/repl_task_adapter.rs,arcweft-agent-repl,5712,163,147,test,true,0
crates/arcweft-agent-repl/tests/repl_tiering.rs,arcweft-agent-repl,7025,194,174,test,true,0
crates/arcweft-agent-repl/tests/repl_trace.rs,arcweft-agent-repl,7389,217,192,test,true,0
crates/arcweft-agent-repl/tests/repl_transaction.rs,arcweft-agent-repl,1377,39,36,test,true,0
crates/arcweft-agent-repl/tests/runtime_assertion_diagnostic.rs,arcweft-agent-repl,11382,299,294,test,true,0
crates/arcweft-agent-repl/tests/ui/source_module_private.rs,arcweft-agent-repl,46,3,2,test,true,0
crates/arcweft-agent-runner/Cargo.toml,arcweft-agent-runner,661,25,22,text,false,0
crates/arcweft-agent-runner/src/assertion.rs,arcweft-agent-runner,918,26,23,production,true,0
crates/arcweft-agent-runner/src/budget.rs,arcweft-agent-runner,4781,147,139,production,true,0
crates/arcweft-agent-runner/src/config.rs,arcweft-agent-runner,2324,83,68,production,true,0
crates/arcweft-agent-runner/src/effect_policy.rs,arcweft-agent-runner,6041,155,129,production,true,0
crates/arcweft-agent-runner/src/error.rs,arcweft-agent-runner,3420,76,73,production,true,0
crates/arcweft-agent-runner/src/host_request.rs,arcweft-agent-runner,8713,219,213,production,true,0
crates/arcweft-agent-runner/src/label_parse.rs,arcweft-agent-runner,19745,562,532,production,true,0
crates/arcweft-agent-runner/src/lib.rs,arcweft-agent-runner,594,24,16,facade,true,0
crates/arcweft-agent-runner/src/policy.rs,arcweft-agent-runner,1464,53,45,production,true,0
crates/arcweft-agent-runner/src/predicate.rs,arcweft-agent-runner,6413,163,153,production,true,0
crates/arcweft-agent-runner/src/runner.rs,arcweft-agent-runner,34253,883,842,production,true,0
crates/arcweft-agent-runner/src/runtime_args.rs,arcweft-agent-runner,7466,207,189,production,true,0
crates/arcweft-agent-runner/src/runtime_payload.rs,arcweft-agent-runner,29011,800,773,production,true,0
crates/arcweft-agent-runner/src/runtime_value.rs,arcweft-agent-runner,19434,477,451,production,true,0
crates/arcweft-agent-runner/src/session.rs,arcweft-agent-runner,7013,208,172,production,true,0
crates/arcweft-agent-runner/src/tests.rs,arcweft-agent-runner,101685,2852,2673,test,true,0
crates/arcweft-audio-codec/Cargo.toml,arcweft-audio-codec,616,27,23,text,false,0
crates/arcweft-audio-codec/README.md,arcweft-audio-codec,208,5,4,text,false,0
crates/arcweft-audio-codec/src/lib.rs,arcweft-audio-codec,9488,255,235,facade,true,0
crates/arcweft-audio-codec/tests/resample.rs,arcweft-audio-codec,449,11,10,test,true,0
crates/arcweft-audio-core/Cargo.toml,arcweft-audio-core,390,22,18,text,false,0
crates/arcweft-audio-core/src/graph.rs,arcweft-audio-core,23264,659,631,production,true,0
crates/arcweft-audio-core/src/lib.rs,arcweft-audio-core,152,7,4,facade,true,0
crates/arcweft-audio-core/src/prepared.rs,arcweft-audio-core,16270,521,493,production,true,0
crates/arcweft-audio-core/tests/graph.rs,arcweft-audio-core,1446,40,38,test,true,0
crates/arcweft-audio-device-cpal/Cargo.toml,arcweft-audio-device-cpal,1466,54,49,text,false,0
crates/arcweft-audio-device-cpal/src/lib.rs,arcweft-audio-device-cpal,659,19,12,facade,true,0
crates/arcweft-audio-device-cpal/src/native_microphone.rs,arcweft-audio-device-cpal,5585,155,146,production,true,0
crates/arcweft-audio-device-cpal/src/output.rs,arcweft-audio-device-cpal,8380,230,215,production,true,0
crates/arcweft-audio-device-cpal/src/web_microphone.rs,arcweft-audio-device-cpal,7918,208,194,production,true,0
crates/arcweft-audio-mixer/Cargo.toml,arcweft-audio-mixer,362,19,16,text,false,0
crates/arcweft-audio-mixer/src/effect.rs,arcweft-audio-mixer,16378,486,458,production,true,0
crates/arcweft-audio-mixer/src/lib.rs,arcweft-audio-mixer,19312,592,560,facade,true,0
crates/arcweft-audio-mixer/tests/mixer.rs,arcweft-audio-mixer,2666,75,73,test,true,0
crates/arcweft-browser-bench/Cargo.toml,arcweft-browser-bench,908,32,27,text,false,0
crates/arcweft-browser-bench/src/bin/browser_bench_host.rs,arcweft-browser-bench,7103,226,214,production,true,0
crates/arcweft-browser-bench/src/correctness.rs,arcweft-browser-bench,1002,36,32,production,true,0
crates/arcweft-browser-bench/src/lib.rs,arcweft-browser-bench,254,16,11,facade,true,0
crates/arcweft-browser-bench/src/model.rs,arcweft-browser-bench,9254,293,272,production,true,0
crates/arcweft-browser-bench/src/policy.rs,arcweft-browser-bench,3554,86,82,production,true,0
crates/arcweft-browser-bench/src/recommend.rs,arcweft-browser-bench,9515,259,251,production,true,0
crates/arcweft-browser-bench/src/runner/add_case.rs,arcweft-browser-bench,23196,525,522,production,true,0
crates/arcweft-browser-bench/src/runner/browser.rs,arcweft-browser-bench,632,20,17,production,true,0
crates/arcweft-browser-bench/src/runner/capture.rs,arcweft-browser-bench,854,26,22,production,true,0
crates/arcweft-browser-bench/src/runner/case.rs,arcweft-browser-bench,5452,171,162,production,true,0
crates/arcweft-browser-bench/src/runner/config.rs,arcweft-browser-bench,316,9,8,production,true,0
crates/arcweft-browser-bench/src/runner/cpu.rs,arcweft-browser-bench,916,27,23,production,true,0
crates/arcweft-browser-bench/src/runner/estimate.rs,arcweft-browser-bench,1174,33,30,production,true,0
crates/arcweft-browser-bench/src/runner/matmul_case.rs,arcweft-browser-bench,33448,781,778,production,true,0
crates/arcweft-browser-bench/src/runner/mode.rs,arcweft-browser-bench,2828,82,75,production,true,0
crates/arcweft-browser-bench/src/runner/pipelined.rs,arcweft-browser-bench,15501,420,412,production,true,0
crates/arcweft-browser-bench/src/runner/wasm.rs,arcweft-browser-bench,4090,107,104,production,true,0
crates/arcweft-browser-bench/src/runner.rs,arcweft-browser-bench,142,12,11,production,true,0
crates/arcweft-browser-bench/src/stability.rs,arcweft-browser-bench,2038,58,57,production,true,0
crates/arcweft-browser-bench/src/stats.rs,arcweft-browser-bench,199,7,7,production,true,0
crates/arcweft-browser-bench/src/tests.rs,arcweft-browser-bench,13824,481,461,test,true,0
crates/arcweft-browser-bench/web/index.html,arcweft-browser-bench,2104,94,85,text,false,0
crates/arcweft-browser-bench/web/run.js,arcweft-browser-bench,5723,221,209,text,false,0
crates/arcweft-bundle/Cargo.toml,arcweft-bundle,1716,57,53,text,false,0
crates/arcweft-bundle/src/character_package.rs,arcweft-bundle,4949,127,115,production,true,0
crates/arcweft-bundle/src/container/identity.rs,arcweft-bundle,1526,47,42,production,true,0
crates/arcweft-bundle/src/container/opaque.rs,arcweft-bundle,1404,56,46,production,true,0
crates/arcweft-bundle/src/container.rs,arcweft-bundle,78577,2398,2174,production,true,662
crates/arcweft-bundle/src/fx_definitions.rs,arcweft-bundle,9590,260,234,production,true,46
crates/arcweft-bundle/src/lib.rs,arcweft-bundle,88062,2377,2171,facade,true,811
crates/arcweft-bundle/src/logical_identity.rs,arcweft-bundle,1775,42,32,production,true,0
crates/arcweft-bundle/src/patch.rs,arcweft-bundle,65855,1784,1657,production,true,145
crates/arcweft-bundle/src/product/source_projection.rs,arcweft-bundle,679,22,21,production,true,0
crates/arcweft-bundle/src/product/style_cross_section.rs,arcweft-bundle,7064,192,186,production,true,0
crates/arcweft-bundle/src/product.rs,arcweft-bundle,52854,1419,1315,production,true,574
crates/arcweft-bundle/src/product_awbc.rs,arcweft-bundle,3084,98,83,production,true,0
crates/arcweft-bundle/src/release/archive.rs,arcweft-bundle,38936,1036,943,production,true,184
crates/arcweft-bundle/src/release/signing_policy.rs,arcweft-bundle,34428,932,851,production,true,202
crates/arcweft-bundle/src/release/verification_trust/tests.rs,arcweft-bundle,36073,1021,941,test,true,0
crates/arcweft-bundle/src/release/verification_trust.rs,arcweft-bundle,38877,1095,1008,production,true,0
crates/arcweft-bundle/src/release.rs,arcweft-bundle,79533,2190,2032,production,true,994
crates/arcweft-bundle/src/resource_codec/budget.rs,arcweft-bundle,1624,52,39,production,true,0
crates/arcweft-bundle/src/resource_codec/codec_io.rs,arcweft-bundle,2504,80,66,production,true,0
crates/arcweft-bundle/src/resource_codec/error.rs,arcweft-bundle,3398,78,76,production,true,0
crates/arcweft-bundle/src/resource_codec/field.rs,arcweft-bundle,9295,308,276,production,true,0
crates/arcweft-bundle/src/resource_codec/header.rs,arcweft-bundle,5705,163,148,production,true,0
crates/arcweft-bundle/src/resource_codec/inspection.rs,arcweft-bundle,3198,92,82,production,true,0
crates/arcweft-bundle/src/resource_codec/kind.rs,arcweft-bundle,7992,206,185,production,true,0
crates/arcweft-bundle/src/resource_codec/locale_catalog/decode.rs,arcweft-bundle,23128,653,622,production,true,0
crates/arcweft-bundle/src/resource_codec/locale_catalog/encode.rs,arcweft-bundle,12965,366,345,production,true,0
crates/arcweft-bundle/src/resource_codec/locale_catalog/error.rs,arcweft-bundle,3964,100,96,production,true,0
crates/arcweft-bundle/src/resource_codec/locale_catalog/wire.rs,arcweft-bundle,7469,206,190,production,true,0
crates/arcweft-bundle/src/resource_codec/locale_catalog.rs,arcweft-bundle,970,31,20,production,true,0
crates/arcweft-bundle/src/resource_codec/product_catalog.rs,arcweft-bundle,17115,511,457,production,true,0
crates/arcweft-bundle/src/resource_codec/runtime.rs,arcweft-bundle,73608,2085,1927,production,true,65
crates/arcweft-bundle/src/resource_codec/source_map/codec.rs,arcweft-bundle,12356,306,295,production,true,0
crates/arcweft-bundle/src/resource_codec/source_map/error.rs,arcweft-bundle,3494,93,88,production,true,0
crates/arcweft-bundle/src/resource_codec/source_map/model.rs,arcweft-bundle,12309,337,289,production,true,38
crates/arcweft-bundle/src/resource_codec/source_map.rs,arcweft-bundle,361,11,8,production,true,0
crates/arcweft-bundle/src/resource_codec/table.rs,arcweft-bundle,10443,345,294,production,true,0
crates/arcweft-bundle/src/resource_codec/types.rs,arcweft-bundle,4066,141,115,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec/part.rs,arcweft-bundle,5335,138,129,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec/style.rs,arcweft-bundle,20739,551,523,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec/style_environment.rs,arcweft-bundle,10367,308,288,production,true,25
crates/arcweft-bundle/src/resource_codec/view/codec/text.rs,arcweft-bundle,8642,227,216,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec/theme.rs,arcweft-bundle,3057,88,78,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec/transcript.rs,arcweft-bundle,5894,196,184,production,true,0
crates/arcweft-bundle/src/resource_codec/view/codec.rs,arcweft-bundle,54342,1501,1427,production,true,0
crates/arcweft-bundle/src/resource_codec/view/compat.rs,arcweft-bundle,3263,85,78,production,true,0
crates/arcweft-bundle/src/resource_codec/view/dialogue_contract.rs,arcweft-bundle,6301,154,146,production,true,0
crates/arcweft-bundle/src/resource_codec/view/merge.rs,arcweft-bundle,38445,1078,1019,production,true,103
crates/arcweft-bundle/src/resource_codec/view/model/input.rs,arcweft-bundle,18314,581,525,production,true,0
crates/arcweft-bundle/src/resource_codec/view/model/part.rs,arcweft-bundle,2781,100,80,production,true,0
crates/arcweft-bundle/src/resource_codec/view/model/source.rs,arcweft-bundle,7573,224,209,production,true,0
crates/arcweft-bundle/src/resource_codec/view/model/style.rs,arcweft-bundle,1388,36,26,production,true,0
crates/arcweft-bundle/src/resource_codec/view/model.rs,arcweft-bundle,59476,1812,1599,production,true,42
crates/arcweft-bundle/src/resource_codec/view/runtime_control_style/physical.rs,arcweft-bundle,8873,251,232,production,true,0
crates/arcweft-bundle/src/resource_codec/view/runtime_control_style/projection.rs,arcweft-bundle,20388,541,526,production,true,0
crates/arcweft-bundle/src/resource_codec/view/runtime_control_style.rs,arcweft-bundle,9860,289,246,production,true,0
crates/arcweft-bundle/src/resource_codec/view/semantic.rs,arcweft-bundle,4833,115,106,production,true,0
crates/arcweft-bundle/src/resource_codec/view/style_contract.rs,arcweft-bundle,4084,107,99,production,true,0
crates/arcweft-bundle/src/resource_codec/view/validated.rs,arcweft-bundle,22859,633,574,production,true,0
crates/arcweft-bundle/src/resource_codec/view.rs,arcweft-bundle,1290,33,23,production,true,0
crates/arcweft-bundle/src/resource_codec/wire.rs,arcweft-bundle,10265,269,256,production,true,0
crates/arcweft-bundle/src/resource_codec.rs,arcweft-bundle,4490,89,81,production,true,0
crates/arcweft-bundle/src/resource_type_manifests.rs,arcweft-bundle,10658,269,244,production,true,0
crates/arcweft-bundle/src/standard_view.rs,arcweft-bundle,15993,415,359,production,true,0
crates/arcweft-bundle/tests/character_package.rs,arcweft-bundle,3569,94,87,test,true,0
crates/arcweft-bundle/tests/fixtures/zundamon.awchar/character.awchar.json,arcweft-bundle,3411,167,167,text,false,0
crates/arcweft-bundle/tests/locale_catalog_resource_codec.rs,arcweft-bundle,20811,550,504,test,true,0
crates/arcweft-bundle/tests/patch_schema.rs,arcweft-bundle,11939,324,290,test,true,0
crates/arcweft-bundle/tests/product_awbc_only.rs,arcweft-bundle,4629,124,119,test,true,0
crates/arcweft-bundle/tests/product_catalog_resource_codecs.rs,arcweft-bundle,15403,423,400,test,true,0
crates/arcweft-bundle/tests/resource_codec_common.rs,arcweft-bundle,19523,623,581,test,true,0
crates/arcweft-bundle/tests/resource_type_manifest_section.rs,arcweft-bundle,8408,249,234,test,true,0
crates/arcweft-bundle/tests/runtime_control_style_resolution.rs,arcweft-bundle,14114,403,384,test,true,0
crates/arcweft-bundle/tests/runtime_resource_codecs.rs,arcweft-bundle,14716,414,382,test,true,0
crates/arcweft-bundle/tests/source_map.rs,arcweft-bundle,14080,395,362,test,true,0
crates/arcweft-bundle/tests/standard_dialogue_view.rs,arcweft-bundle,18025,517,480,test,true,0
crates/arcweft-bundle/tests/style_cross_section_refs.rs,arcweft-bundle,13200,361,328,test,true,0
crates/arcweft-bundle/tests/view_action_button_resources.rs,arcweft-bundle,4453,115,109,test,true,0
crates/arcweft-bundle/tests/view_focus_navigation_resources.rs,arcweft-bundle,3286,83,80,test,true,0
crates/arcweft-bundle/tests/view_product_validation.rs,arcweft-bundle,14256,408,374,test,true,0
crates/arcweft-bundle/tests/view_resource_codecs.rs,arcweft-bundle,60530,1645,1537,test,true,0
crates/arcweft-bundle/tests/view_runtime_text_controls.rs,arcweft-bundle,10145,291,277,test,true,0
crates/arcweft-bundle/tests/view_style_environment_codec.rs,arcweft-bundle,47658,1308,1226,test,true,0
crates/arcweft-bundle/tests/view_style_program.rs,arcweft-bundle,11149,276,255,test,true,0
crates/arcweft-character/Cargo.toml,arcweft-character,443,23,20,text,false,0
crates/arcweft-character/src/catalog.rs,arcweft-character,13084,383,346,production,true,83
crates/arcweft-character/src/diagnostic.rs,arcweft-character,2943,65,63,production,true,0
crates/arcweft-character/src/id.rs,arcweft-character,7695,219,175,production,true,38
crates/arcweft-character/src/lib.rs,arcweft-character,650,20,10,facade,true,0
crates/arcweft-character/src/manifest/codec.rs,arcweft-character,743,19,12,production,true,0
crates/arcweft-character/src/manifest/diagnostic.rs,arcweft-character,2938,102,95,production,true,0
crates/arcweft-character/src/manifest/fingerprint.rs,arcweft-character,4524,148,126,production,true,0
crates/arcweft-character/src/manifest/limits.rs,arcweft-character,1199,51,40,production,true,0
crates/arcweft-character/src/manifest/model.rs,arcweft-character,26839,873,740,production,true,0
crates/arcweft-character/src/manifest/registration/declaration.rs,arcweft-character,9135,252,240,production,true,0
crates/arcweft-character/src/manifest/registration/structural_json.rs,arcweft-character,12283,366,340,production,true,0
crates/arcweft-character/src/manifest/registration/tests.rs,arcweft-character,20730,604,575,test,true,0
crates/arcweft-character/src/manifest/registration.rs,arcweft-character,36031,1054,997,production,true,0
crates/arcweft-character/src/manifest/tests.rs,arcweft-character,8725,252,239,test,true,0
crates/arcweft-character/src/manifest.rs,arcweft-character,667,20,16,production,true,0
crates/arcweft-character/src/package.rs,arcweft-character,11278,321,273,production,true,36
crates/arcweft-character/src/presentation_name/catalog.rs,arcweft-character,26100,775,678,production,true,16
crates/arcweft-character/src/presentation_name/digest.rs,arcweft-character,3498,107,86,production,true,0
crates/arcweft-character/src/presentation_name/limits.rs,arcweft-character,1376,34,28,production,true,0
crates/arcweft-character/src/presentation_name/locale.rs,arcweft-character,5239,168,134,production,true,0
crates/arcweft-character/src/presentation_name/tests.rs,arcweft-character,19218,641,604,test,true,0
crates/arcweft-character/src/presentation_name/transcript.rs,arcweft-character,5003,156,142,production,true,0
crates/arcweft-character/src/presentation_name/value.rs,arcweft-character,9286,295,248,production,true,0
crates/arcweft-character/src/presentation_name.rs,arcweft-character,1788,42,35,production,true,0
crates/arcweft-character/src/registration_catalog.rs,arcweft-character,2422,70,64,production,true,0
crates/arcweft-character/src/symbol.rs,arcweft-character,1266,42,36,production,true,0
crates/arcweft-character/tests/awchar_package.rs,arcweft-character,5331,163,147,test,true,0
crates/arcweft-character/tests/catalog.rs,arcweft-character,1728,50,48,test,true,0
crates/arcweft-character/tests/fixtures/zundamon.awchar/character.awchar.json,arcweft-character,3411,167,167,text,false,0
crates/arcweft-character/tests/registration_catalog.rs,arcweft-character,2000,55,53,test,true,0
crates/arcweft-character-psd/Cargo.toml,arcweft-character-psd,386,21,18,text,false,0
crates/arcweft-character-psd/src/lib.rs,arcweft-character-psd,24111,746,676,facade,true,32
crates/arcweft-character-psd/tests/zundamon_fixture.rs,arcweft-character-psd,2889,91,85,test,true,0
crates/arcweft-character-view/Cargo.toml,arcweft-character-view,438,21,18,text,false,0
crates/arcweft-character-view/src/lib.rs,arcweft-character-view,16994,518,443,facade,true,107
crates/arcweft-cli/Cargo.toml,arcweft-cli,3655,102,97,text,false,0
crates/arcweft-cli/src/app/agent/mcp_stdio.rs,arcweft-cli,28207,867,813,production,true,344
crates/arcweft-cli/src/app/agent/native/capture.rs,arcweft-cli,33601,985,945,production,true,0
